,Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,City,State
14089,20001213X33091,Accident,LAX86LA133,1986-03-04,United States,SBP,SAN LUIS OBISPO,Non-Fatal,Substantial,Airplane,N49429,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,4,cessna 152,152,SAN LUIS OBISPO, CA
14105,20001213X33057,Accident,FTW86FPA21,1986-03-07,United States,50F,BOURLAND FIELD,Non-Fatal,Substantial,Airplane,N6307G,cessna,150k,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1986,3,7,cessna 150k,150,CRESSON, TX
14107,20001213X33140,Accident,MKC86FCA02,1986-03-08,United States,,,Non-Fatal,Destroyed,Airplane,N8143L,cessna,a152,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,8,cessna a152,152,OLD MONROE, MO
14110,20001213X33001,Accident,CHI86FA100A,1986-03-08,United States,DPA,DU PAGE,Fatal(2),Destroyed,Airplane,N72MA,cessna,172m,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,8,cessna 172m,172,LAFOX, IL
14112,20001213X33118,Accident,MIA86FA093,1986-03-08,United States,ISM,KISSIMMEE MUNC.,Non-Fatal,Substantial,Airplane,N877AP,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,3,8,piper pa28140,pa-28,KISSIMMEE, FL
14116,20001213X33096,Accident,LAX86LA138,1986-03-09,United States,,,Non-Fatal,Substantial,Airplane,N6740H,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1986,3,9,cessna 172m,172,GUINDA, CA
14120,20001213X33017,Accident,CHI86LA101,1986-03-09,United States,IN83,,Non-Fatal,Substantial,Airplane,N93989,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,3,9,cessna 152,152,CARMEL, IN
14122,20001213X32980,Accident,ATL86LA088,1986-03-09,United States,8A7,TWIN LAKES,Non-Fatal,Substantial,Airplane,N5276M,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,9,cessna 152,152,MOCKSVILLE, NC
14128,20001213X33059,Accident,FTW86FRD10,1986-03-10,United States,,,Non-Fatal,Substantial,Airplane,N40820,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,1986,3,10,piper pa28140,pa-28,KROTZ SPRINGS, LA
14134,20001213X32997,Accident,BFO86LA019,1986-03-11,United States,W93,ORANGE COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N6143K,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,11,cessna 150m,150,ORANGE, VA
14135,20001213X32974,Accident,ATL86FMG05,1986-03-11,United States,PVT,YADKINVILLE,Non-Fatal,Substantial,Airplane,N4752X,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,11,cessna 150,150,YADKINVILLE, NC
14137,20001213X33097,Accident,LAX86LA139,1986-03-12,United States,,NAS BARBERS P1,Non-Fatal,Destroyed,Airplane,N8467M,cessna,a150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1986,3,12,cessna a150k,150,HANAKULI, HI
14139,20001213X33196,Accident,SEA86LA127,1986-03-12,United States,,,Non-Fatal,Substantial,Airplane,N45174,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,12,cessna 150,150,MORGAN, OR
14141,20001213X32994,Accident,BFO86FA020,1986-03-12,United States,W32,HYDEFIELD,Non-Fatal,Substantial,Airplane,N2780L,cessna,172h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1986,3,12,cessna 172h,172,UPPER MARLBORO, MD
14147,20001213X33009,Accident,CHI86FER01,1986-03-13,United States,,,Non-Fatal,Substantial,Airplane,N3706R,cessna,172h,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,13,cessna 172h,172,WILLIAMS, MN
14157,20001213X33098,Accident,LAX86LA141,1986-03-15,United States,APV,APPLE VALLEY,Non-Fatal,Substantial,Airplane,N739GB,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,1986,3,15,cessna 172n,172,APPLE VALLEY, CA
14158,20001213X33064,Accident,FTW86LA042,1986-03-15,United States,T40,MCGHEE CATFISH FARM ARPT,Non-Fatal,Substantial,Airplane,N7576G,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1986,3,15,cessna 172n,172,MARIETTA, OK
14159,20001213X32986,Accident,ATL86LA096,1986-03-15,United States,,,Non-Fatal,Substantial,Airplane,N7374G,cessna,172k,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,UNK,Takeoff,Probable Cause,1986,3,15,cessna 172k,172,STONE MOUNTAIN, GA
14167,20001213X33018,Accident,CHI86LA103,1986-03-16,United States,MIC,CRYSTAL,Non-Fatal,Substantial,Airplane,N4633B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,16,cessna 152,152,BROOKLYN PARK, MN
14168,20001213X32985,Accident,ATL86LA095,1986-03-16,United States,3M7,LAFAYETTE,Non-Fatal,Substantial,Airplane,N2618J,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,3,16,cessna 150,150,LAFAYETTE, TN
14172,20001213X33145,Accident,MKC86LA069,1986-03-17,United States,3M9,WARREN MUNI,Non-Fatal,Destroyed,Airplane,N1530E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,3,17,cessna 172n,172,WARREN, AR
14176,20001213X33020,Accident,CHI86LA105,1986-03-17,United States,LAN,CAPITOL CITY,Non-Fatal,Substantial,Airplane,N50851,cessna,150j,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,17,cessna 150j,150,LANSING, MI
14177,20001213X32987,Accident,ATL86LA099,1986-03-17,United States,CSV,CROSSVILLE,Non-Fatal,Substantial,Airplane,N7613J,piper,pa28r180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1986,3,17,piper pa28r180,pa-28,CROSSVILLE, TN
14184,20001213X33102,Accident,LAX86LA146,1986-03-19,United States,HWD,HAYWARD AIR TERMINAL,Non-Fatal,Substantial,Airplane,N52628,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,19,cessna 172p,172,HAYWARD, CA
14199,20001213X33072,Accident,FTW86LA072,1986-03-21,United States,,SCOTT FIELD,Non-Fatal,Substantial,Airplane,N758KU,cessna,r172k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,21,cessna r172k,172,WACO, TX
14200,20001213X33023,Accident,CHI86LA109,1986-03-21,United States,10C,WONDER LAKE,Non-Fatal,Substantial,Airplane,N49421,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,1986,3,21,cessna 152,152,WONDER LAKE, IL
14209,20001213X33167,Accident,NYC86LA088,1986-03-22,United States,,,Non-Fatal,Substantial,Airplane,N4211T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,3,22,piper pa28140,pa-28,SPRINGVALE, ME
14210,20001213X33166,Accident,NYC86LA087,1986-03-22,United States,HFD,BRAINARD,Non-Fatal,Substantial,Airplane,N4347G,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,22,piper pa28161,pa-28,HARTFORD, CT
14212,20001213X33149,Accident,MKC86LA073,1986-03-22,United States,,,Non-Fatal,Substantial,Airplane,N30561,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,1986,3,22,piper pa28181,pa-28,OIL TROUGH, AR
14213,20001213X33147,Accident,MKC86LA071,1986-03-22,United States,EOS,MEMORIAL,Non-Fatal,Substantial,Airplane,N1017X,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,3,22,piper pa28151,pa-28,NEOSHO, MO
14217,20001213X32962,Accident,ANC86LA039,1986-03-22,United States,MRI,MERRILL,Non-Fatal,Substantial,Airplane,N5892B,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,3,22,cessna 172g,172,ANCHORAGE, AK
14220,20001213X33168,Accident,NYC86LA089,1986-03-23,United States,DXR,DANBURY MUNI,Non-Fatal,Substantial,Airplane,N80021,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,23,piper pa28161,pa-28,DANBURY, CT
14223,20001213X33006,Accident,CHI86FEE01,1986-03-23,United States,,PRAIRIE LAKE HUNT CLUB,Non-Fatal,Substantial,Airplane,N97266,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1986,3,23,cessna 172,172,MARSEILLES, IL
14227,20001213X33106,Accident,LAX86LA152,1986-03-24,United States,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,Airplane,N49420,cessna,c152t,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,24,cessna c152t,152,FRESNO, CA
14233,20001213X33108,Accident,LAX86LA154,1986-03-25,United States,RYN,RYAN FIELD,Non-Fatal,Substantial,Airplane,N22613,cessna,150h,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1986,3,25,cessna 150h,150,TUCSON, AZ
14234,20001213X33107,Accident,LAX86LA153,1986-03-25,United States,102,LAMPSON,Non-Fatal,Substantial,Airplane,N4863F,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,25,cessna 172n,172,LAKEPORT, CA
14237,20001213X32988,Accident,ATL86LA101,1986-03-25,United States,8A7,TWIN LAKES,Non-Fatal,Substantial,Airplane,N737DR,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,3,25,cessna 172n,172,ADVANCE, NC
14244,20001213X33186,Accident,SEA86LA083,1986-03-26,United States,LAS,MCCARREN INTERNATIONAL,Non-Fatal,Substantial,Airplane,N6355G,cessna,150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,1986,3,26,cessna 150k,150,LAS VEGAS, NV
14251,20001213X33056,Accident,FTW86FA054,1986-03-28,United States,,,Fatal(1),Destroyed,Airplane,N6306S,cessna,150g,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,1986,3,28,cessna 150g,150,SALINA, OK
14256,20001213X33024,Accident,CHI86LA110,1986-03-28,United States,C29,MOREY AIRPORT,Non-Fatal,Substantial,Airplane,N20866,cessna,172mm,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1986,3,28,cessna 172mm,172,MIDDLETON, WI
14258,20001213X33112,Accident,LAX86LA158,1986-03-29,United States,,,Fatal(1),Destroyed,Airplane,N7384G,cessna,150l,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,29,cessna 150l,150,KAILUA KONA, HI
14263,20001213X33171,Accident,NYC86LA095,1986-03-29,United States,PSF,PITTSFIELD,Non-Fatal,Substantial,Airplane,N49107,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,29,cessna 152,152,PITTSFIELD, MA
14267,20001213X33070,Accident,FTW86LA053,1986-03-29,United States,,SALLISAW,Non-Fatal,Substantial,Airplane,N7341A,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1986,3,29,cessna 172,172,SALLISAW, OK
14270,20001213X33048,Accident,DEN86LA106,1986-03-29,United States,D60,TIOGA MUNICIPAL,Non-Fatal,Substantial,Airplane,N51156,cessna,150j,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Taxi,Probable Cause,1986,3,29,cessna 150j,150,TIOGA, ND
14275,20001213X33055,Accident,FTW86FA051,1986-03-30,United States,,,Fatal(4),Destroyed,Airplane,N8423E,cessna,172n,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,3,30,cessna 172n,172,DEL RIO, TX
14284,20001213X32989,Accident,ATL86LA103,1986-03-30,United States,OZR,CAIRNS AAF,Non-Fatal,Substantial,Airplane,N8140Y,piper,pa28rt201t,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,3,30,piper pa28rt201t,pa-28,FORT RUCKER, AL
14293,20001213X33071,Accident,FTW86LA055,1986-03-31,United States,3F7,JONES MEMORIAL,Non-Fatal,Substantial,Airplane,N2826L,cessna,172h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1986,3,31,cessna 172h,172,BRISTOW, OK
14295,20001213X33021,Accident,CHI86LA106,1986-03-31,United States,,,Non-Fatal,Substantial,Airplane,N9910W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,3,31,piper pa28140,pa-28,VEEDERSBURG, IN
14303,20001213X33377,Accident,MKC86LA078,1986-04-02,United States,,,Non-Fatal,Substantial,Airplane,N80751,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1986,4,2,cessna 172,172,AVA, MO
14305,20001213X33301,Accident,LAX86LA150,1986-04-02,United States,,LLOYD'S LANDING,Non-Fatal,Substantial,Airplane,N666BH,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,2,cessna 172m,172,ROSAMOND, CA
14310,20001213X33304,Accident,LAX86LA164,1986-04-03,United States,40E,LA CHOLLA,Non-Fatal,Substantial,Airplane,N50306,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,3,cessna 150h,150,TUCSON, AZ
14311,20001213X33303,Accident,LAX86LA163,1986-04-03,United States,P37,GLENDALE MUNI,Non-Fatal,Substantial,Airplane,N7563U,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,4,3,cessna 150m,150,GLENDALE, AZ
14312,20001213X33209,Accident,ATL86LA104,1986-04-03,United States,MBT,MURFREESBORO MUNI,Non-Fatal,Substantial,Airplane,N93589,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,3,cessna 152,152,MURFREESBORO, TN
14314,20001213X33341,Accident,MIA86FA110,1986-04-04,United States,,,Fatal(1),Destroyed,Airplane,N742JM,piper,pa28r201,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1986,4,4,piper pa28r201,pa-28,OCKLAWAHA, FL
14317,20001213X33378,Accident,MKC86LA079,1986-04-04,United States,48K,MUNICIPAL,Non-Fatal,Substantial,Airplane,N9866G,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,4,cessna 172,172,NESS CITY, KS
14318,20001213X33348,Accident,MIA86LA111,1986-04-04,United States,,,Non-Fatal,Substantial,Airplane,N50845,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1986,4,4,cessna 150j,150,BOCA RATON, FL
14321,20001213X33280,Accident,FTW86LA061,1986-04-04,United States,,KEZER,Non-Fatal,Substantial,Airplane,N9019W,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1986,4,4,piper pa28235,pa-28,SPRINGTOWN, TX
14323,20001213X33411,Accident,SEA86FA092B,1986-04-05,United States,S60,KENMORE AIR HARBOR,Fatal(4),Destroyed,Airplane,N65783,cessna,172p,No,1.0,Reciprocating,Instructional,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,4,5,cessna 172p,172,SEATTLE, WA
14324,20001213X33411,Accident,SEA86FA092A,1986-04-05,United States,S60,KENMORE AIR HARBOR,Fatal(4),Destroyed,Airplane,N99034,cessna,172p,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1986,4,5,cessna 172p,172,SEATTLE, WA
14327,20001213X33371,Accident,MKC86FA080,1986-04-05,United States,HAE,HANNIBAL MUNI,Non-Fatal,Substantial,Airplane,N8917S,cessna,150f,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1986,4,5,cessna 150f,150,HANNIBAL, MO
14330,20001213X33263,Accident,DEN86LA110,1986-04-05,United States,,,Non-Fatal,Substantial,Airplane,N1580Q,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,1986,4,5,cessna 150l,150,FALCON, CO
14337,20001213X33352,Accident,MIA86LA118,1986-04-06,United States,X23,UMATILLA MUNICIPAL,Non-Fatal,Substantial,Airplane,N2662R,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,4,6,piper pa28r200,pa-28,UMATILLA, FL
14339,20001213X33245,Accident,CHI86LA116,1986-04-06,United States,1LL2,SPRING BROOK,Non-Fatal,Substantial,Airplane,N6829H,cessna,172m,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Landing,Probable Cause,1986,4,6,cessna 172m,172,SENECA, IL
14347,20001213X33225,Accident,BFO86FA021,1986-04-07,United States,PVG,HAMPTON ROADS,Fatal(3),Destroyed,Airplane,N9636W,piper,pa28140,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,1986,4,7,piper pa28140,pa-28,CHESAPEAKE, VA
14352,20001213X33213,Accident,ATL86LA108,1986-04-08,United States,8AG,WILGROVE AIRPARK,Non-Fatal,Destroyed,Airplane,N2851Q,cessna,172l,No,1.0,Reciprocating,Instructional,0.0,1.0,3.0,0.0,VMC,Takeoff,Probable Cause,1986,4,8,cessna 172l,172,CHARLOTTE, NC
14356,20001213X33308,Accident,LAX86LA169,1986-04-08,United States,L26,HESPERIA AIR LODGE,Non-Fatal,Substantial,Airplane,N5889V,piper,pa28181,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,4,8,piper pa28181,pa-28,HESPERIA, CA
14360,20001213X33228,Accident,BFO86LA022,1986-04-08,United States,W28,P.G. AIRPARK,Non-Fatal,Substantial,Airplane,N757JZ,cessna,152ii,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,8,cessna 152ii,152,CLINTON, MD
14363,20001213X33309,Accident,LAX86LA170,1986-04-09,United States,RHV,REID HILLVIEW,Non-Fatal,Substantial,Airplane,N9237K,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1986,4,9,piper pa28151,pa-28,SAN JOSE, CA
14364,20001213X33281,Accident,FTW86LA062,1986-04-09,United States,TX04,EL PASO,Non-Fatal,Substantial,Airplane,N69054,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1986,4,9,cessna 152,152,EL PASO, TX
14370,20001213X33310,Accident,LAX86LA171,1986-04-10,United States,,,Non-Fatal,Substantial,Airplane,N2762U,cessna,172d,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,1986,4,10,cessna 172d,172,MOJAVE, CA
14375,20001213X33386,Accident,MKC86LA092,1986-04-11,United States,OMA,EPPLEY AIRFIELD,Non-Fatal,Substantial,Airplane,N63177,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,11,cessna 172p,172,OMAHA, NE
14383,20001213X33420,Accident,SEA86LA103,1986-04-12,United States,RNO,CANNON INTERNATIONAL,Non-Fatal,Substantial,Airplane,N5786T,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,12,cessna 172,172,RENO, NV
14389,20001213X33313,Accident,LAX86LA174,1986-04-12,United States,FFZ,FALCON FIELD,Non-Fatal,Substantial,Airplane,N6235D,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,12,cessna 172n,172,MESA, AZ
14398,20001213X33315,Accident,LAX86LA176,1986-04-13,United States,,,Non-Fatal,Substantial,Airplane,N5150B,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1986,4,13,cessna 152,152,SNELLINGS, CA
14400,20001213X33238,Accident,CHI86FER04,1986-04-13,United States,,,Non-Fatal,Substantial,Airplane,N84277,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,4,13,piper pa28181,pa-28,BROOKLYN CENTER, MN
14401,20001213X33217,Accident,ATL86LA112,1986-04-13,United States,OGB,ORANGEBURG,Non-Fatal,Substantial,Airplane,N714DC,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1986,4,13,cessna 150,150,ORANGEBURG, SC
14405,20001213X33218,Accident,ATL86LA113,1986-04-14,United States,,,Non-Fatal,Destroyed,Airplane,N7792E,cessna,150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1986,4,14,cessna 150,150,APPALACHIA, VA
14409,20001213X33402,Accident,NYC86LA103,1986-04-14,United States,BGR,BANGOR INT'L.,Non-Fatal,Substantial,Airplane,N6264W,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1986,4,14,piper pa28140,pa-28,HAMPDEN, ME
14410,20001213X33401,Accident,NYC86LA102,1986-04-14,United States,3N5,NEWTON,Non-Fatal,Substantial,Airplane,N44DN,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1986,4,14,cessna 150j,150,NEWTON, NJ
14415,20001213X33226,Accident,BFO86FA023,1986-04-14,United States,ADW,ANDREWS AFB,Non-Fatal,Substantial,Airplane,N32613,piper,pa28r200,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,1986,4,14,piper pa28r200,pa-28,CAMP SPRINGS, MD
14416,20001213X33224,Accident,ATL86MA114B,1986-04-14,United States,,,Fatal(4),Substantial,Airplane,N52118,cessna,172,No,1.0,Reciprocating,Personal,4.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1986,4,14,cessna 172,172,HOLLISTON, MA
14418,20001213X33316,Accident,LAX86LA179,1986-04-15,United States,L26,HESPERIN AIR LODGE,Non-Fatal,Destroyed,Airplane,N22134,cessna,150h,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Go-around,Probable Cause,1986,4,15,cessna 150h,150,HESPERIA, CA
14419,20001213X33295,Accident,LAX86FA178,1986-04-15,United States,,,Fatal(2),Destroyed,Airplane,N28891,piper,pa28181,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1986,4,15,piper pa28181,pa-28,BEAUMONT, CA
14423,20001213X33404,Accident,NYC86LA105,1986-04-15,United States,FOK,SUFFOLK CO.,Non-Fatal,Substantial,Airplane,N4559X,piper,pa28r200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC,Approach,Probable Cause,1986,4,15,piper pa28r200,pa-28,WESTHAMPTON BCH, NY
14426,20001213X33384,Accident,MKC86LA090,1986-04-16,United States,,FARM STRIP,Non-Fatal,Substantial,Airplane,N2502Y,cessna,172d,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1986,4,16,cessna 172d,172,GARDEN GROVE, IA
14429,20001213X33317,Accident,LAX86LA180,1986-04-16,United States,L22,YUCCA VALLEY,Non-Fatal,Substantial,Airplane,N6398G,cessna,150k,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1986,4,16,cessna 150k,150,JOSHUA TREE, CA
14430,20001213X33284,Accident,FTW86LA067,1986-04-16,United States,,PRIVATE,Non-Fatal,Substantial,Airplane,N2122L,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,16,piper pa28181,pa-28,MT. VERNON, TX
14432,20001213X33231,Accident,CHI86FA122,1986-04-17,United States,,,Fatal(4),Destroyed,Airplane,N4491J,piper,pa28140,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1986,4,17,piper pa28140,pa-28,WESTVILLE, IN
14439,20001213X33357,Accident,MIA86LA124,1986-04-18,United States,SGJ,ST. AUGUSTINE,Non-Fatal,Substantial,Airplane,N121SU,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1986,4,18,cessna 172n,172,ST. AUGUSTINE, FL
14440,20001213X33300,Accident,LAX86LA126,1986-04-18,United States,EMT,EL MONTE,Non-Fatal,Substantial,Airplane,N3764R,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1986,4,18,piper pa28180,pa-28,EL MONTE, CA
14446,20001213X33207,Accident,ATL86FA116B,1986-04-19,United States,7J1,LEXINGTON CO.,Non-Fatal,Substantial,Airplane,N3015X,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Landing,Probable Cause,1986,4,19,cessna 150f,150,GASTON, SC
14447,20001213X33207,Accident,ATL86FA116A,1986-04-19,United States,7J1,LEXINGTON CO.,Non-Fatal,Substantial,Airplane,N714PU,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Landing,Probable Cause,1986,4,19,cessna 150m,150,GASTON, SC
